Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition
Suzuki,Bolan,2006,9999,540000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2015,53000,1180000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,City Aspire,2018,70000,4000000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2006,300000,1750000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2017,36246,1270000,Petrol,Islamabad,Original,Local,Automatic,Used
Chevrolet,Joy,2009,200000,975000,Petrol,Lahore,Original,Imported,Manual,Used
Hyundai,Santro,2002,143000,1025000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Cultus VXR,2014,159000,1430000,Petrol,Lahore,Original,Local,Manual,Used
KIA,Classic,2000,162000,325000,CNG,Karachi,Original,Local,Manual,Used
Toyota,Corolla GLI,2019,82000,3800000,Petrol,Sindh,Original,Local,Manual,Used
Toyota,Corrolla Altis,2019,79000,4780000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Ravi,2014,50000,790000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corolla XLI,2010,78600,2250000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla XLI,2016,63000,2790000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Baleno,2005,533528,315000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Mira,2021,12000,3475000,Petrol,Unregistered,Original,Imported,Automatic,Used
Suzuki,Cultus VXR,2012,3800,800000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Baleno,2005,250000,950000,Petrol,Faisalabad,Original,Local,Manual,Used
Daihatsu,Mira,2014,90000,1880000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City Aspire,2021,38000,3990000,Petrol,Sindh,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2008,12345,650000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Cultus VXR,2007,12345,775000,Petrol,Karachi,Original,Local,Manual,Used
Honda,Civic Prosmetic,2008,243000,1995000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2020,1930,3600000,Petrol,Islamabad,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2019,79000,4590000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Alto,2002,235000,1460000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City IVTEC,2015,150000,2750000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Every,2018,79000,2470000,Petrol,Unregistered,Original,Imported,Automatic,Used
FAW,X-PV,2019,80000,1270000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Mira,2016,98000,2300000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Wagon R,2017,113000,2150000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Passo,2007,90000,2300000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Wagon R,2018,110000,2250000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Hijet,2013,125000,1500000,Petrol,Karachi,Original,Imported,Automatic,Used
Mitsubishi,Lancer,2004,190000,1300000,CNG,Lahore,Original,Imported,Manual,Used
Honda,City Aspire,2021,40000,4600000,Petrol,Punjab,Original,Local,Automatic,Used
Suzuki,Bolan,2013,156532,750000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City Aspire,2018,82000,3490000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,City IVTEC,2018,74000,3660000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Alto,2004,12345,680000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Move,2007,86000,1650000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Swift,2018,87000,2900000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2021,25000,2100000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Every,2018,12365,1550000,Petrol,Faisalabad,Original,Imported,Automatic,Used
Hyundai,Santro,2003,200000,1175000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2004,99000,745000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Ravi,2018,57211,1230000,Petrol,Rawalpindi,Original,Local,Manual,Used
Honda,City IVTEC,2019,80000,3500000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2004,115000,550000,Petrol,Lahore,Duplicate,Imported,Manual,Used
Toyota,Corolla XLI,2012,57000,2965000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Every,2017,140000,2390000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,Civic Prosmetic,2009,1500,3000000,Petrol,Islamabad,Original,Imported,Automatic,Used
Honda,Civic Oriel,2017,110000,4600000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Yaris,2020,77898,4150000,Petrol,Punjab,Original,Imported,Manual,Used
Toyota,Corolla GLI,2006,500000,1670000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Yaris,2020,62000,3720000,Petrol,Punjab,Original,Local,Manual,Used
Honda,City IVTEC,2022,6500,4630000,Petrol,Lahore,Original,Local,Automatic,Used
Hyundai,Santro,2004,260000,825000,Petrol,Sindh,Original,Imported,Manual,Used
Mitsubishi,Lancer,2005,276500,1200000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Mira,2020,30000,3690000,Petrol,Unregistered,Original,Imported,Automatic,Used
Suzuki,Cultus VXR,2013,76500,1250000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Hijet,2016,119000,1950000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2010,12345,2300000,Petrol,Sialkot,Original,Local,Manual,Used
Honda,City IVTEC,2011,166000,2500000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Mira,2016,79000,2385000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2005,85000,500000,Petrol,Arifwala,Original,Imported,Manual,Used
Toyota,Passo,2006,90000,1600000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Wagon R,2018,125000,2100000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,Civic Prosmetic,2011,163000,2350000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2012,141000,3275000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Hijet,2012,50000,1280000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Every,2013,105000,1350000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Hijet,2014,1123,1480000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Baleno,2003,123456,599000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Mira,2015,87000,2650000,Petrol,Sindh,Original,Imported,Automatic,Used
Suzuki,Every,2013,132000,1780000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City IVTEC,2019,80000,3300000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Bolan,2009,39000,950000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2010,160000,1095000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,City Aspire,2020,65000,2050000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2017,69000,1330000,Petrol,Lahore,Original,Local,Manual,Used
KIA,Picanto,2021,30000,2790000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2019,67000,3290000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Bolan,2011,50000,645000,Petrol,Karachi,Original,Local,Manual,Used
Mitsubishi,Lancer,2005,321000,1350000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Oriel,2009,100000,2150000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City IVTEC,2017,60000,3350000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Hijet,2016,1000,1185000,Petrol,Islamabad,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2005,19200,525000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corrolla Altis,2018,185000,4200000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Cultus VXR,2021,33000,3250000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Swift,2020,56000,2880000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Mira,2016,95000,2200000,Petrol,Sindh,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2016,200000,3550000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Passo,2018,55000,3350000,Petrol,Karachi,Original,Imported,Automatic,Used
Changan,Alsvin,2021,27800,3515000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2010,76000,740000,Petrol,Karachi,Original,Local,Manual,Used
Honda,Civic Oriel,2000,12345,1045000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City IVTEC,2018,57000,3360000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Swift,2010,157000,1670000,Petrol,Karachi,Original,Local,Automatic,Used
Hyundai,Santro,2006,123521,798000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Cuore,2012,60000,960000,CNG,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2020,61130,2525000,Petrol,Islamabad,Original,Local,Automatic,Used
Daihatsu,Cuore,2005,100000,650000,Petrol,Karachi,Original,Imported,Manual,Used
KIA,Sportage,2006,150000,2800000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2007,189900,850000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Swift,2017,71000,2200000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Passo,2007,140000,1650000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Ravi,2023,4000,2000000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Baleno,2003,158624,760000,Petrol,Karachi,Original,Local,Manual,Used
Mitsubishi,Lancer,2007,106414,1750000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Alto,2007,125500,620000,CNG,Karachi,Original,Local,Manual,Used
Suzuki,Bolan,2021,62000,1850000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Mehran VXR,2017,65000,1175000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2017,57000,4200000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Cuore,2012,60000,1850000,Petrol,Sindh,Original,Local,Automatic,Used
Daihatsu,Cuore,2006,10000,1250000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2013,170000,2750000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Bolan,2005,111111,580000,Petrol,Sialkot,Original,Local,Manual,Used
Daihatsu,Mira,2007,100000,1620000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2016,101000,4025000,Petrol,Islamabad,Original,Local,Automatic,Used
FAW,X-PV,2015,72597,1600000,Petrol,Rawalpindi,Original,Local,Manual,Used
Suzuki,Alto,2021,45000,2240000,Petrol,Bahawalpur,Original,Local,Manual,Used
Honda,City IVTEC,2015,85000,2980000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Yaris,2021,55700,4300000,Petrol,Karachi,Original,Local,Automatic,Used
KIA,Picanto,2022,22000,3100000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IVTEC,2016,159000,2750000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2006,59421,665000,Petrol,Lahore,Original,Local,Automatic,Used
FAW,X-PV,2019,9862,975000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IDSI,2006,188000,1720000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2008,100000,780000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Every,2018,46000,2750000,Petrol,Unregistered,Original,Imported,Automatic,Used
Suzuki,Wagon R,2020,52800,2650000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Cultus VXR,2007,81530,850000,Petrol,Lahore,Original,Local,Manual,Used
Chevrolet,Exclusive,2005,153804,780000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Mira,2012,100000,1290000,Petrol,Lahore,Original,Imported,Manual,Used
Toyota,Altis Grande,2016,113000,4150000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2013,87000,1890000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Cultus VXR,2005,85000,900000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Mehran VXR,2017,60000,1260000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2016,120000,3350000,Petrol,Lahore,Original,Local,Automatic,Used
Changan,Alsvin,2022,15000,4500000,Petrol,Punjab,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2005,125000,1465000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corolla Axio,2016,86500,4990000,Hybrid,Karachi,Original,Imported,Automatic,Used
Suzuki,Alto,2020,45000,2225000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Cultus VXR,2014,50000,1350000,Petrol,Karachi,Original,Local,Manual,Used
Mitsubishi,Ek Wagon,2017,60000,2800000,Petrol,Punjab,Original,Imported,Automatic,Used
Changan,Alsvin,2021,15500,4025000,Petrol,Punjab,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2014,180000,2480000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2004,28000,490000,Petrol,Sindh,Original,Local,Manual,Used
Daihatsu,Mira,2014,110000,2625000,Petrol,Punjab,Original,Imported,Automatic,Used
Honda,City IVTEC,2017,75000,3250000,Petrol,Karachi,Original,Local,Automatic,Used
KIA,Classic,2000,168000,590000,Petrol,Rawalpindi,Original,Imported,Manual,Used
Daihatsu,Move,2012,9000,1875000,Petrol,Lahore,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2018,80000,3750000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla GLI,2010,150000,2050000,Petrol,Karachi,Original,Local,Manual,Used
Chevrolet,Exclusive,2005,10000,750000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2009,49000,685000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Yaris,2022,39000,3900000,Petrol,Punjab,Original,Local,Manual,Used
Honda,City Vario,2004,57000,1050000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Move,2020,61000,3420000,Petrol,Unregistered,Original,Imported,Automatic,Used
Daihatsu,Mira,2019,57000,3100000,Petrol,Unregistered,Original,Imported,Automatic,Used
Honda,City IVTEC,2019,58000,3500000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Oriel,2015,82000,3750000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corolla XLI,2006,347000,1580000,CNG,Sindh,Original,Imported,Manual,Used
Daihatsu,Cuore,2010,120000,950000,Petrol,Faisalabad,Original,Local,Manual,Used
Honda,City IVTEC,2015,86000,2750000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Mira,2015,55381,2500000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City IDSI,2000,1111,750000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2005,12345,880000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,Civic Prosmetic,2007,180763,1890000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Swift,2022,9000,4000000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Hijet,2018,99800,1540000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,City IVTEC,2006,78659,1990000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Bolan,2015,22000,1325000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,City IVTEC,2016,84000,2475000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2010,204000,1100000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Oriel,2005,190000,1470000,Petrol,Peshawar,Original,Imported,Manual,Used
Toyota,Corrolla Altis,2013,100000,3650000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Alto,2012,66000,1075000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2015,108650,2800000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2018,75000,3850000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2017,46000,1375000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Passo,2009,100000,2300000,Petrol,Lahore,Original,Imported,Automatic,Used
Toyota,Yaris,2020,24000,4500000,Petrol,Karachi,Original,Local,Automatic,Used
Mercedes,C Class,2008,110000,4875000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Every,2021,63000,2190000,Petrol,Punjab,Original,Imported,Automatic,Used
Suzuki,Bolan,2007,10000,450000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IDSI,2006,200000,1380000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Hijet,2013,130000,1375000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City Vario,2005,114852,1425000,Petrol,Karachi,Original,Local,Automatic,Used
Mitsubishi,Lancer,2005,150000,950000,Petrol,Punjab,Duplicate,Imported,Manual,Used
Toyota,Corolla GLI,2018,56300,4100000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Cultus VXR,2014,34000,1650000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2007,167000,680000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2006,123456,650000,Petrol,Sindh,Original,Imported,Manual,Used
Suzuki,Bolan,2016,125000,975000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2020,72000,2500000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Alto,2019,28000,3500000,Petrol,Sindh,Original,Imported,Automatic,Used
Daihatsu,Mira,2015,87500,2595000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,Civic Oriel,2003,123456,1150000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2005,100000,580000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Wagon R,2012,98000,1950000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City IVTEC,2018,120000,3150000,Petrol,Lahore,Original,Local,Manual,Used
Mitsubishi,Lancer,2005,250000,1600000,Petrol,Jhang Sadar,Original,Local,Manual,Used
Honda,City Vario,2005,230000,1815000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City Aspire,2014,94000,2875000,Petrol,Sindh,Original,Local,Automatic,Used
Honda,City Vario,2006,1234,1625000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Alto,2011,158000,1650000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Baleno,2000,111111,950000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Bolan,2005,50000,650000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2006,150000,850000,Petrol,Faisalabad,Original,Local,Manual,Used
Toyota,Corolla XLI,2010,174000,2050000,Petrol,Lahore,Original,Local,Manual,Used
KIA,Picanto,2022,7000,3350000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Swift,2022,6000,4700000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Bolan,2012,15000,585000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Cuore,2010,150000,965000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2008,1234,1020000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2014,165000,3200000,Petrol,Islamabad,Original,Imported,Manual,Used
Suzuki,Baleno,2004,96990,1150000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,City Aspire,2021,54000,3950000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Alto,2022,45000,2400000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla GLI,2019,30000,5000000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Bolan,2007,60000,700000,Petrol,Karachi,Original,Imported,Manual,Used
Mercedes,E Class,2000,165000,2800000,Petrol,Karachi,Original,Imported,Automatic,Used
Daihatsu,Move,2010,60000,2000000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Cuore,2009,12345,700000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,City IVTEC,2014,115000,2525000,Petrol,Karachi,Original,Local,Manual,Used
KIA,Sportage,2003,123456,922000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,Civic Oriel,2000,57000,1360000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Mira,2004,125000,1250000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2015,120000,1300000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Alto,2020,60500,2550000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Wagon R,2020,58000,2450000,Petrol,Multan,Original,Local,Manual,Used
Toyota,Yaris,2020,38000,4000000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2019,154000,4900000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Passo,2004,110000,1725000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Alto,2020,52000,2500000,Petrol,Faisalabad,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2017,116000,5000000,Petrol,Sindh,Original,Local,Automatic,Used
Honda,Civic Oriel,2016,76000,3750000,Petrol,Sindh,Original,Local,Automatic,Used
Daihatsu,Cuore,2011,100000,1375000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City IVTEC,2020,174000,3650000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2011,143000,2300000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2015,180000,3480000,Petrol,Sindh,Original,Local,Automatic,Used
Daihatsu,Cuore,2008,180000,1060000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Bolan,2011,100000,550000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City Vario,2005,88000,1795000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Yaris,2021,18000,4700000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Swift,2011,149000,1525000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Ravi,2011,108000,550000,CNG,Karachi,Original,Local,Manual,Used
Suzuki,Mehran VXR,2010,160000,680000,Petrol,Sindh,Original,Local,Manual,Used
Suzuki,Bolan,2021,70000,1900000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Wagon R,2018,59820,2350000,Petrol,Faisalabad,Original,Local,Manual,Used
Toyota,Corolla GLI,2014,24000,4400000,Petrol,Islamabad,Original,Imported,Manual,Used
Honda,City Aspire,2014,185000,2900000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City Aspire,2021,34000,4800000,Petrol,Lahore,Original,Local,Automatic,Used
Chevrolet,Exclusive,2003,170996,690000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2014,80000,2150000,Petrol,Karachi,Original,Imported,Automatic,Used
Hyundai,Santro,2001,125555,575000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,Civic Prosmetic,2012,126000,3050000,Petrol,Islamabad,Original,Local,Automatic,Used
Daihatsu,Hijet,2017,124563,1150000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IVTEC,2015,140000,2700000,Petrol,Karachi,Original,Local,Manual,Used
